Id_pollution;Annee;Mois;Qualite;Nombre;Niveau de pollution
1;2020;aout;Mauvaise;0.0;3
2;2020;aout;Mauvaise;22.0;3
3;2020;aout;Mauvaise;0.0;3
4;2020;aout;Mauvaise;13.0;3
5;2020;aout;Mauvaise;14.0;3
6;2020;aout;Mauvaise;5.0;3
7;2020;aout;Mauvaise;0.0;3
8;2020;aout;Mauvaise;0.0;3
9;2020;aout;Mauvaise;22.0;3
10;2020;aout;Mauvaise;1.0;3
11;2020;aout;Mauvaise;0.0;3
12;2020;aout;Mauvaise;0.0;3
13;2020;aout;Mauvaise;0.0;3
14;2020;aout;Mauvaise;63.0;3
15;2020;aout;Mauvaise;0.0;3
16;2020;aout;Mauvaise;0.0;3
17;2020;aout;Mauvaise;0.0;3
18;2020;aout;Mauvaise;0.0;3
19;2020;aout;Mauvaise;4.0;3
20;2020;aout;Mauvaise;21.0;3
21;2020;aout;Mauvaise;0.0;3
22;2020;aout;Mauvaise;60.0;3
23;2020;aout;Mauvaise;0.0;3
24;2020;aout;Mauvaise;4.0;3
25;2020;aout;Mauvaise;0.0;3
26;2020;aout;Mauvaise;22.0;3
27;2020;aout;Mauvaise;0.0;3
28;2020;aout;Mauvaise;13.0;3
29;2020;aout;Mauvaise;14.0;3
30;2020;aout;Mauvaise;5.0;3
31;2020;aout;Mauvaise;0.0;3
32;2020;aout;Mauvaise;0.0;3
33;2020;aout;Mauvaise;22.0;3
34;2020;aout;Mauvaise;1.0;3
35;2020;aout;Mauvaise;0.0;3
36;2020;aout;Mauvaise;0.0;3
37;2020;aout;Mauvaise;0.0;3
38;2020;aout;Mauvaise;63.0;3
39;2020;aout;Mauvaise;0.0;3
40;2020;aout;Mauvaise;0.0;3
41;2020;aout;Mauvaise;0.0;3
42;2020;aout;Mauvaise;0.0;3
43;2020;aout;Mauvaise;4.0;3
44;2020;aout;Mauvaise;21.0;3
45;2020;aout;Mauvaise;0.0;3
46;2020;aout;Mauvaise;60.0;3
47;2020;aout;Mauvaise;0.0;3
48;2020;aout;Mauvaise;4.0;3
49;2020;aout;Mauvaise;0.0;3
50;2020;aout;Mauvaise;22.0;3
51;2020;aout;Mauvaise;0.0;3
52;2020;aout;Mauvaise;13.0;3
53;2020;aout;Mauvaise;14.0;3
54;2020;aout;Mauvaise;5.0;3
55;2020;aout;Mauvaise;0.0;3
56;2020;aout;Mauvaise;0.0;3
57;2020;aout;Mauvaise;22.0;3
58;2020;aout;Mauvaise;1.0;3
59;2020;aout;Mauvaise;0.0;3
60;2020;aout;Mauvaise;0.0;3
61;2020;aout;Mauvaise;0.0;3
62;2020;aout;Mauvaise;63.0;3
63;2020;aout;Mauvaise;0.0;3
64;2020;aout;Mauvaise;0.0;3
65;2020;aout;Mauvaise;0.0;3
66;2020;aout;Mauvaise;0.0;3
67;2020;aout;Mauvaise;4.0;3
68;2020;aout;Mauvaise;21.0;3
69;2020;aout;Mauvaise;0.0;3
70;2020;aout;Mauvaise;60.0;3
71;2020;aout;Mauvaise;0.0;3
72;2020;aout;Mauvaise;4.0;3
73;2020;aout;Mauvaise;0.0;3
74;2020;aout;Mauvaise;22.0;3
75;2020;aout;Mauvaise;0.0;3
76;2020;aout;Mauvaise;13.0;3
77;2020;aout;Mauvaise;14.0;3
78;2020;aout;Mauvaise;5.0;3
79;2020;aout;Mauvaise;0.0;3
80;2020;aout;Mauvaise;0.0;3
81;2020;aout;Mauvaise;22.0;3
82;2020;aout;Mauvaise;1.0;3
83;2020;aout;Mauvaise;0.0;3
84;2020;aout;Mauvaise;0.0;3
85;2020;aout;Mauvaise;0.0;3
86;2020;aout;Mauvaise;63.0;3
87;2020;aout;Mauvaise;0.0;3
88;2020;aout;Mauvaise;0.0;3
89;2020;aout;Mauvaise;0.0;3
90;2020;aout;Mauvaise;0.0;3
91;2020;aout;Mauvaise;4.0;3
92;2020;aout;Mauvaise;21.0;3
93;2020;aout;Mauvaise;0.0;3
94;2020;aout;Mauvaise;60.0;3
95;2020;aout;Mauvaise;0.0;3
96;2020;aout;Mauvaise;3.0;3
97;2020;aout;Mauvaise;0.0;3
98;2020;aout;Mauvaise;22.0;3
99;2020;aout;Mauvaise;0.0;3
100;2020;aout;Mauvaise;13.0;3
101;2020;aout;Mauvaise;14.0;3
102;2020;aout;Mauvaise;66.0;3
103;2020;aout;Mauvaise;0.0;3
104;2020;aout;Mauvaise;0.0;3
105;2020;aout;Mauvaise;22.0;3
106;2020;aout;Mauvaise;0.0;3
107;2020;aout;Mauvaise;0.0;3
108;2020;aout;Mauvaise;1.0;3
109;2020;aout;Mauvaise;0.0;3
110;2020;aout;Mauvaise;63.0;3
111;2020;aout;Mauvaise;0.0;3
112;2020;aout;Mauvaise;0.0;3
113;2020;aout;Mauvaise;0.0;3
114;2020;aout;Mauvaise;65.0;3
115;2020;aout;Mauvaise;4.0;3
116;2020;aout;Mauvaise;21.0;3
117;2020;aout;Mauvaise;0.0;3
118;2020;aout;Mauvaise;5.0;3
119;2020;aout;Mauvaise;0.0;3
120;2020;aout;Mauvaise;3.0;3
121;2020;aout;Mauvaise;0.0;3
122;2020;aout;Mauvaise;22.0;3
123;2020;aout;Mauvaise;0.0;3
124;2020;aout;Mauvaise;13.0;3
125;2020;aout;Mauvaise;14.0;3
126;2020;aout;Mauvaise;66.0;3
127;2020;aout;Mauvaise;0.0;3
128;2020;aout;Mauvaise;0.0;3
129;2020;aout;Mauvaise;22.0;3
130;2020;aout;Mauvaise;0.0;3
131;2020;aout;Mauvaise;0.0;3
132;2020;aout;Mauvaise;1.0;3
133;2020;aout;Mauvaise;0.0;3
134;2020;aout;Mauvaise;63.0;3
135;2020;aout;Mauvaise;0.0;3
136;2020;aout;Mauvaise;0.0;3
137;2020;aout;Mauvaise;0.0;3
138;2020;aout;Mauvaise;65.0;3
139;2020;aout;Mauvaise;4.0;3
140;2020;aout;Mauvaise;21.0;3
141;2020;aout;Mauvaise;0.0;3
142;2020;aout;Mauvaise;5.0;3
