Annee;Num_Acc;Mois;Lieu;catr;v1;v2;circ;nbv;vosp;prof;pr;pr1;plan;lartpc;larrout;surf;infra;situ;vma
2019;2,02E+11;Aout;Paris;2;0;;2;5;0;1;-1;-1;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;4;0;;1;1;0;2;-1;-1;4;;;1;3;1;50
2019;2,02E+11;Aout;Paris;4;0;;2;2;0;1;0;0;1;;;1;5;1;50
2019;2,02E+11;Aout;Paris;3;0;;4;4;0;1;35;505;1;;;1;5;1;50
2019;2,02E+11;Aout;Paris;3;0;;4;3;0;1;3;0;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;4;0;;2;2;0;1;0;0;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;4;0;;3;4;0;1;0;0;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;4;0;;2;2;0;2;0;1;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;4;0;;3;2;0;2;0;0;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;4;0;;1;2;0;1;0;0;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;3;0;;2;1;0;1;58;130;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;9;0;;1;1;3;1;0;0;3;;;1;9;3;30
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;16;748;1;;;1;5;3;80
2019;2,02E+11;Aout;Paris;3;0;;1;2;0;1;97;950;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;4;0;;2;2;0;1;0;0;1;;;1;5;1;50
2019;2,02E+11;Aout;Paris;4;0;;3;4;2;2;0;0;3;;;1;5;1;50
2019;2,02E+11;Aout;Paris;7;0;;2;2;0;1;0;0;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;4;0;;2;2;0;1;0;0;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;9;0;;2;1;0;1;0;0;1;;;1;0;1;50
2019;2,02E+11;Aout;Paris;3;0;;2;2;0;1;2;700;1;;;1;0;1;50
